video_id,effective_score,exciting_score,funny_score,language_score,sentiments,topics,topics_list_index,Topic,Description_x,Abbreviation_x,sentiments_list_index,Sentiment,Description_y,Abbreviation_y
6HNKqffU3Cc,5,0.4,0.2,1,15,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
L8RP9Hxw34Q,3,0.6000000000000001,0.2,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
pNTu9RjThRM,5,0.8,0.2,1,4,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,4,Alert,"attentive, curious",alert
6kkeGgRG-uE,4,0.6000000000000001,0.4,1,14,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,14,Eager,"hungry, thirsty, passionate",eager
7DZao4kN73M,5,0.8,0.6000000000000001,1,14,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,14,Eager,"hungry, thirsty, passionate",eager
XHPamIfsT7k,5,1.0,0.6000000000000001,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
YN_eu8Jk50o,3,0.8,0.6000000000000001,0,1,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
6AOvnPY_d-U,3,0.2,0.0,0,14,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,14,Eager,"hungry, thirsty, passionate",eager
GvzEX7uBXKY,5,0.4,0.4,1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
vQYStgWhejA,5,0.4,0.6000000000000001,1,14,7,7,Coffee,"Coffee, tea",coffee,14,Eager,"hungry, thirsty, passionate",eager
-GXvYexMoZY,5,1.0,0.6000000000000001,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
taMDXh7yBIA,3,1.0,0.6000000000000001,1,5,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
vyeTdmBn_x0,3,0.8,0.4,-1,4,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,4,Alert,"attentive, curious",alert
BEoqmJ_6DVE,4,0.6000000000000001,0.8,1,15,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
6Obj5eoSpu8,4,1.0,0.2,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
Bw0KIjIfprU,2,0.0,0.0,1,10,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,10,Confident,"assured, strong, healthy",confident
dHyPPvksUTs,4,0.2,0.0,1,18,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
Evnaic2jP7E,3,0.6000000000000001,0.0,1,5,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
FlzMcscSa4A,3,0.6000000000000001,1.0,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
xlb4SfKhsdM,3,0.2,0.2,0,4,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,4,Alert,"attentive, curious",alert
AJYN5rdrZXo,4,0.8,0.0,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
3biYBKLNBe8,3,1.0,0.0,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
OJ0x_X0xXgU,5,0.4,0.4,1,18,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
3UOGKO7tM34,3,0.4,1.0,1,6,37,37,Political,Political candidates (support or opposition),political,6,Amused,"humored, laughing",amused
2MwarUSvaLM,5,0.2,0.2,1,1,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
6xYCsZW07o4,4,1.0,0.2,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
5CaMUfxVJVQ,4,0.4,1.0,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
N2oL_gXECtg,5,0.6000000000000001,0.8,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
IM-QYuzrXC0,3,0.2,0.0,1,21,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
8hDtBVP3U4Q,4,0.4,0.8,0,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
ohIH_EchYWU,4,0.0,0.0,1,9,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
vmfBkVQCd-M,5,0.6000000000000001,1.0,-1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
VSdxqIBfEAw,3,0.4,1.0,1,6,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,6,Amused,"humored, laughing",amused
omjMG1JU21s,3,1.0,1.0,1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
_Zgi2KNtWVY,3,0.4,0.4,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
L90XMfzURqg,3,0.8,0.6000000000000001,1,9,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
r3-JcET_Rzw,3,0.8,0.4,1,5,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
OhIEt5IN6GI,5,0.4,0.2,1,21,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
6tqO8iiP_70,3,0.6000000000000001,0.4,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
Hi2RE2Em6Cw,5,1.0,0.8,1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
sh6vqhOUX8Q,3,0.8,0.8,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
14xmGANmavI,4,0.6000000000000001,0.6000000000000001,1,6,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,6,Amused,"humored, laughing",amused
yH3YLcQxxmA,4,0.6000000000000001,0.6000000000000001,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
kZCbvpJ4O6c,3,0.6000000000000001,0.6000000000000001,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
QCk54X1xYVg,3,0.0,0.0,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
M7cUYVviK50,3,0.6000000000000001,1.0,1,6,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,6,Amused,"humored, laughing",amused
krxgYqVdOG0,5,0.6000000000000001,1.0,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
92RWz0gr1z0,4,0.0,0.2,1,3,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
ewcsazvpxT0,5,0.4,0.4,0,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
VIfRqrSjJis,5,0.4,0.8,1,5,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
RH2clfEPxAU,3,0.8,0.6000000000000001,1,1,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
UKn_7fyB5fw,2,0.6000000000000001,0.8,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
Qq7c7hBXlek,3,0.6000000000000001,1.0,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
50DKFO15np4,5,1.0,0.6000000000000001,1,4,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,4,Alert,"attentive, curious",alert
F6Q_47Odm1A,3,1.0,0.2,1,21,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
A1W6Ku5bJR4,3,0.6000000000000001,1.0,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
zE9wNkE820w,3,0.8,1.0,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
QZVAX69ujEU,5,0.4,0.4,1,10,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,10,Confident,"assured, strong, healthy",confident
6uFQAqwbwSg,4,1.0,1.0,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
Plh9sAFEZJw,5,0.4,0.4,1,14,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,14,Eager,"hungry, thirsty, passionate",eager
g6krjPi4Osc,1,0.8,0.4,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
WlNH9bzju8U,3,0.8,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
puDC_XSKRes,3,0.6000000000000001,0.8,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
z2q7y50zxNU,5,1.0,0.6000000000000001,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
wcIhCTi_HHY,3,0.4,0.2,1,1,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
OobrfR125uc,5,0.8,0.8,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
obHjzVSAJQY,3,0.6000000000000001,1.0,1,5,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
SXQY3A2eJc8,3,1.0,0.6000000000000001,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
H_WSu29W1CQ,3,0.4,0.8,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
yhkkrkgCNkI,5,0.6000000000000001,0.4,1,6,16,16,Other Services,"Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",other_service,6,Amused,"humored, laughing",amused
pkpX7tU3vuo,3,0.4,0.8,1,21,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
fMxb-f3uTis,3,0.4,0.4,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
m82OKNwOeaU,5,0.6000000000000001,0.2,1,10,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,10,Confident,"assured, strong, healthy",confident
mByznNYCWTY,5,1.0,0.5,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
OqiJOPXpksc,1,0.0,0.2,1,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
zryW3mGUsa0,3,0.6000000000000001,0.2,1,9,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
BRMQ08cG4Xg,3,0.6000000000000001,0.2,0,12,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,12,Creative,"inventive, productive",creative
PmrTDZy3f2M,3,0.8,1.0,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
Hsufiso4mLo,5,0.6000000000000001,1.0,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
Nmgice3ieZ4,5,0.2,0.8,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
-DFuMqROFCQ,3,0.6000000000000001,0.2,1,4,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,4,Alert,"attentive, curious",alert
4a5fS0F6LLA,5,0.8,0.8,1,6,7,7,Coffee,"Coffee, tea",coffee,6,Amused,"humored, laughing",amused
lxlmA8Pr_iY,3,0.4,0.2,1,8,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
rkqehuUTQ_4,5,1.0,0.4,1,18,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
stbtl2Arkag,5,1.0,0.8,1,1,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
erhsuXTyDww,3,0.4,0.8,1,4,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,4,Alert,"attentive, curious",alert
3mqscqDcoEY,2,0.2,0.8,1,9,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
Jv5StAv77Dg,5,0.2,0.8,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
CO0qwl5k9R4,5,0.2,0.0,1,4,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,4,Alert,"attentive, curious",alert
oUMo1il7me4,4,0.6000000000000001,0.8,1,1,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
47ZZjEXcJ-U,4,0.6000000000000001,0.8,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
yEH4Yum4nN4,5,1.0,1.0,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
1QA9pvLiu_s,3,0.6000000000000001,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
sqLNG9VYUcY,3,0.4,0.2,1,11,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,11,Conscious,"aware, thoughtful, prepared",conscious
XqORbzbEfoM,5,0.8,0.6000000000000001,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
V68UXteyuFg,3,0.6000000000000001,1.0,1,6,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,6,Amused,"humored, laughing",amused
dx6z-vDgz_Y,4,0.2,0.0,1,18,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
v-gwjJ_NXKU,3,0.8,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
iQuTPEYg2ow,2,0.0,0.0,0,15,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
UEVa2swtC10,1,0.4,0.8,1,25,6,6,Alcohol,Alcohol,alcohol,25,Persuaded,"impressed, enchanted, immersed",persuaded
XjfH8wJ0zqM,4,0.6000000000000001,0.6000000000000001,1,12,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,12,Creative,"inventive, productive",creative
LnoumTpLMfk,2,0.6000000000000001,0.0,1,10,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,10,Confident,"assured, strong, healthy",confident
PFbeP6YqHzg,5,0.6000000000000001,1.0,1,6,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,6,Amused,"humored, laughing",amused
VDut1RkQP_s,5,0.4,0.6000000000000001,1,25,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,25,Persuaded,"impressed, enchanted, immersed",persuaded
eEgMjH9bVgQ,3,0.8,1.0,1,6,7,7,Coffee,"Coffee, tea",coffee,6,Amused,"humored, laughing",amused
KJfX0FuB1Dg,2,0.4,0.0,1,3,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
6oJXL398aBU,3,1.0,0.2,1,1,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
bWUIugV3AGc,3,0.4,0.6000000000000001,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
jAF2hZxdFRE,3,0.6000000000000001,0.4,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
R9ixmH48CF8,1,0.4,0.6000000000000001,-1,6,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,6,Amused,"humored, laughing",amused
BnQMq5wtZcg,2,0.2,1.0,1,6,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,6,Amused,"humored, laughing",amused
E-MRp96TgbQ,4,0.2,0.0,1,15,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
SYF_EP4tmaY,5,0.2,0.2,1,4,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,4,Alert,"attentive, curious",alert
kHCDajKs17E,4,0.6000000000000001,0.4,1,4,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,4,Alert,"attentive, curious",alert
KjpVMX3wcJQ,3,0.6000000000000001,0.4,1,1,7,7,Coffee,"Coffee, tea",coffee,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
cbtf1oyNg-8,5,0.6000000000000001,1.0,1,6,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,6,Amused,"humored, laughing",amused
TVETIivaXlU,3,0.6000000000000001,0.2,1,9,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
u1QdH6ZgJ3M,3,0.6000000000000001,0.2,1,1,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
-iJAbi92xeM,2,0.4,0.6000000000000001,1,8,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
O8TgVKtRB28,3,0.4,0.2,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
m9j8v2jhGqk,3,0.0,0.0,1,9,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
e52TSXwj774,5,0.4,0.2,1,4,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,4,Alert,"attentive, curious",alert
WkYnX_VCMP0,3,0.8,0.2,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
osB_PSneUik,3,0.8,0.6000000000000001,1,6,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,6,Amused,"humored, laughing",amused
csrPT9ClVUc,3,0.6000000000000001,1.0,1,6,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,6,Amused,"humored, laughing",amused
D5l-H3fj8Rw,3,0.2,0.0,1,4,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,4,Alert,"attentive, curious",alert
dXJ8AzlsX8w,3,0.4,0.0,1,10,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,10,Confident,"assured, strong, healthy",confident
kCvF0GmiHq4,3,1.0,0.8,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
eX4MdXF3OWI,3,0.2,0.4,1,4,21,21,Games,Games and toys (including video and mobile games),game,4,Alert,"attentive, curious",alert
VicXmrGCnYA,2,0.6000000000000001,0.4,1,30,21,21,Games,Games and toys (including video and mobile games),game,30,Youthful,childlike,youthful
dcTjsBMIRU0,5,1.0,0.6000000000000001,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
bL6aaatfWQU,5,0.4,0.4,1,1,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
QR8A3T6sPzU,3,0.2,0.8,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
893HhPM_0ks,3,0.6000000000000001,0.6000000000000001,1,4,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,4,Alert,"attentive, curious",alert
7aUTdYsZda8,3,0.4,0.2,1,8,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
z7CnMN3xi9w,5,0.2,0.4,1,6,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,6,Amused,"humored, laughing",amused
F9_Vz_xVjAU,5,1.0,0.2,1,9,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
F7hwvWIK1eM,5,0.4,0.6000000000000001,1,9,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
cbfDGMfXimA,5,0.4,0.4,1,4,6,6,Alcohol,Alcohol,alcohol,4,Alert,"attentive, curious",alert
opNPUpLEJic,5,0.6000000000000001,0.8,1,6,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,6,Amused,"humored, laughing",amused
Mq0K8Q1lMgo,4,0.8,0.4,1,9,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
SfAxUpeVhCg,5,0.2,0.2,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
UzNcixxdnZs,4,0.8,1.0,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
113mRmchumY,1,0.4,0.6000000000000001,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
XwdUXS94yNk,5,0.4,0.2,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
qoxRKfaG36Y,5,0.4,0.4,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
peUxhH5TKtY,3,0.8,0.4,1,25,21,21,Games,Games and toys (including video and mobile games),game,25,Persuaded,"impressed, enchanted, immersed",persuaded
mucuLrWHGqc,3,0.6000000000000001,0.4,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
OlZqBR3yTiw,5,0.8,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
mcpgGmo8_4o,3,0.8,0.4,0,9,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
MVLzkTuVmrw,3,0.4,0.4,1,9,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
